"","CoB","ETH.group","age","sex","year","pop"
"1492","Non-UK born","White",57,"M",2011,14290
"1493","Non-UK born","White",58,"F",2011,17615
"1494","Non-UK born","White",58,"M",2011,14332
"1495","Non-UK born","White",59,"F",2011,17014
"1496","Non-UK born","White",59,"M",2011,13936
"1497","Non-UK born","White",60,"F",2011,16892
"1498","Non-UK born","White",60,"M",2011,13556
"1499","Non-UK born","White",61,"F",2011,17215
"1500","Non-UK born","White",61,"M",2011,13583
"1501","Non-UK born","White",62,"F",2011,17484
"1502","Non-UK born","White",62,"M",2011,13993
"1503","Non-UK born","White",63,"F",2011,17873
"1504","Non-UK born","White",63,"M",2011,14310
"1505","Non-UK born","White",64,"F",2011,17044
"1506","Non-UK born","White",64,"M",2011,13580
"1507","Non-UK born","White",65,"F",2011,14366
"1508","Non-UK born","White",65,"M",2011,11611
"1509","Non-UK born","White",66,"F",2011,14069
"1510","Non-UK born","White",66,"M",2011,11341
"1511","Non-UK born","White",67,"F",2011,14054
"1512","Non-UK born","White",67,"M",2011,11262
"1513","Non-UK born","White",68,"F",2011,13247
"1514","Non-UK born","White",68,"M",2011,10477
"1515","Non-UK born","White",69,"F",2011,13100
"1516","Non-UK born","White",69,"M",2011,9942
"1517","Non-UK born","White",70,"F",2011,12719
"1518","Non-UK born","White",70,"M",2011,10025
"1519","Non-UK born","White",71,"F",2011,13041
"1520","Non-UK born","White",71,"M",2011,9972
"1521","Non-UK born","White",72,"F",2011,12593
"1522","Non-UK born","White",72,"M",2011,9358
"1523","Non-UK born","White",73,"F",2011,12231
"1524","Non-UK born","White",73,"M",2011,8991
"1525","Non-UK born","White",74,"F",2011,12255
"1526","Non-UK born","White",74,"M",2011,8631
"1527","Non-UK born","White",75,"F",2011,11915
"1528","Non-UK born","White",75,"M",2011,8133
"1529","Non-UK born","White",76,"F",2011,11281
"1530","Non-UK born","White",76,"M",2011,7468
"1531","Non-UK born","White",77,"F",2011,10728
"1532","Non-UK born","White",77,"M",2011,7048
"1533","Non-UK born","White",78,"F",2011,10439
"1534","Non-UK born","White",78,"M",2011,6475
"1535","Non-UK born","White",79,"F",2011,10351
"1536","Non-UK born","White",79,"M",2011,6369
"1537","Non-UK born","White",80,"F",2011,10658
"1538","Non-UK born","White",80,"M",2011,6032
"1539","Non-UK born","White",81,"F",2011,10760
"1540","Non-UK born","White",81,"M",2011,5560
"1541","Non-UK born","White",82,"F",2011,10345
"1542","Non-UK born","White",82,"M",2011,5113
"1543","Non-UK born","White",83,"F",2011,9907
"1544","Non-UK born","White",83,"M",2011,4952
"1545","Non-UK born","White",84,"F",2011,9477
"1546","Non-UK born","White",84,"M",2011,5100
"1547","Non-UK born","White",85,"F",2011,47419
"1548","Non-UK born","White",85,"M",2011,23276
"1549","UK born","Bangladeshi",0,"F",2011,4752
"1550","UK born","Bangladeshi",0,"M",2011,4827
"1551","UK born","Bangladeshi",1,"F",2011,4697
"1552","UK born","Bangladeshi",1,"M",2011,4810
"1553","UK born","Bangladeshi",2,"F",2011,4866
"1554","UK born","Bangladeshi",2,"M",2011,4760
"1555","UK born","Bangladeshi",3,"F",2011,4931
"1556","UK born","Bangladeshi",3,"M",2011,5134
"1557","UK born","Bangladeshi",4,"F",2011,4890
"1558","UK born","Bangladeshi",4,"M",2011,4934
"1559","UK born","Bangladeshi",5,"F",2011,4712
"1560","UK born","Bangladeshi",5,"M",2011,4936
"1561","UK born","Bangladeshi",6,"F",2011,4635
"1562","UK born","Bangladeshi",6,"M",2011,4717
"1563","UK born","Bangladeshi",7,"F",2011,4722
"1564","UK born","Bangladeshi",7,"M",2011,4774
"1565","UK born","Bangladeshi",8,"F",2011,4451
"1566","UK born","Bangladeshi",8,"M",2011,4732
"1567","UK born","Bangladeshi",9,"F",2011,4475
"1568","UK born","Bangladeshi",9,"M",2011,4432
"1569","UK born","Bangladeshi",10,"F",2011,4057
"1570","UK born","Bangladeshi",10,"M",2011,4121
"1571","UK born","Bangladeshi",11,"F",2011,3775
"1572","UK born","Bangladeshi",11,"M",2011,4018
"1573","UK born","Bangladeshi",12,"F",2011,3823
"1574","UK born","Bangladeshi",12,"M",2011,4071
"1575","UK born","Bangladeshi",13,"F",2011,3845
"1576","UK born","Bangladeshi",13,"M",2011,4056
"1577","UK born","Bangladeshi",14,"F",2011,3715
"1578","UK born","Bangladeshi",14,"M",2011,3762
"1579","UK born","Bangladeshi",15,"F",2011,3613
"1580","UK born","Bangladeshi",15,"M",2011,3782
"1581","UK born","Bangladeshi",16,"F",2011,3354
"1582","UK born","Bangladeshi",16,"M",2011,3332
"1583","UK born","Bangladeshi",17,"F",2011,3026
"1584","UK born","Bangladeshi",17,"M",2011,3112
"1585","UK born","Bangladeshi",18,"F",2011,2878
"1586","UK born","Bangladeshi",18,"M",2011,2969
"1587","UK born","Bangladeshi",19,"F",2011,2834
"1588","UK born","Bangladeshi",19,"M",2011,2802
"1589","UK born","Bangladeshi",20,"F",2011,2837
"1590","UK born","Bangladeshi",20,"M",2011,2868
"1591","UK born","Bangladeshi",21,"F",2011,2553
"1592","UK born","Bangladeshi",21,"M",2011,2605
"1593","UK born","Bangladeshi",22,"F",2011,2404
"1594","UK born","Bangladeshi",22,"M",2011,2319
"1595","UK born","Bangladeshi",23,"F",2011,2388
"1596","UK born","Bangladeshi",23,"M",2011,2370
"1597","UK born","Bangladeshi",24,"F",2011,2160
"1598","UK born","Bangladeshi",24,"M",2011,2135
"1599","UK born","Bangladeshi",25,"F",2011,1926
"1600","UK born","Bangladeshi",25,"M",2011,2066
"1601","UK born","Bangladeshi",26,"F",2011,1803
"1602","UK born","Bangladeshi",26,"M",2011,1929
"1603","UK born","Bangladeshi",27,"F",2011,1827
"1604","UK born","Bangladeshi",27,"M",2011,1859
"1605","UK born","Bangladeshi",28,"F",2011,1635
"1606","UK born","Bangladeshi",28,"M",2011,1699
"1607","UK born","Bangladeshi",29,"F",2011,1508
"1608","UK born","Bangladeshi",29,"M",2011,1435
"1609","UK born","Bangladeshi",30,"F",2011,1354
"1610","UK born","Bangladeshi",30,"M",2011,1376
"1611","UK born","Bangladeshi",31,"F",2011,1149
"1612","UK born","Bangladeshi",31,"M",2011,1059
"1613","UK born","Bangladeshi",32,"F",2011,928
"1614","UK born","Bangladeshi",32,"M",2011,875
"1615","UK born","Bangladeshi",33,"F",2011,780
"1616","UK born","Bangladeshi",33,"M",2011,778
"1617","UK born","Bangladeshi",34,"F",2011,783
"1618","UK born","Bangladeshi",34,"M",2011,714
"1619","UK born","Bangladeshi",35,"F",2011,542
"1620","UK born","Bangladeshi",35,"M",2011,568
"1621","UK born","Bangladeshi",36,"F",2011,517
"1622","UK born","Bangladeshi",36,"M",2011,485
"1623","UK born","Bangladeshi",37,"F",2011,541
"1624","UK born","Bangladeshi",37,"M",2011,526
"1625","UK born","Bangladeshi",38,"F",2011,404
"1626","UK born","Bangladeshi",38,"M",2011,393
"1627","UK born","Bangladeshi",39,"F",2011,390
"1628","UK born","Bangladeshi",39,"M",2011,407
"1629","UK born","Bangladeshi",40,"F",2011,325
"1630","UK born","Bangladeshi",40,"M",2011,299
"1631","UK born","Bangladeshi",41,"F",2011,272
"1632","UK born","Bangladeshi",41,"M",2011,232
"1633","UK born","Bangladeshi",42,"F",2011,172
"1634","UK born","Bangladeshi",42,"M",2011,196
"1635","UK born","Bangladeshi",43,"F",2011,135
"1636","UK born","Bangladeshi",43,"M",2011,157
"1637","UK born","Bangladeshi",44,"F",2011,121
"1638","UK born","Bangladeshi",44,"M",2011,99
"1639","UK born","Bangladeshi",45,"F",2011,83
"1640","UK born","Bangladeshi",45,"M",2011,83
"1641","UK born","Bangladeshi",46,"F",2011,73
"1642","UK born","Bangladeshi",46,"M",2011,72
"1643","UK born","Bangladeshi",47,"F",2011,54
"1644","UK born","Bangladeshi",47,"M",2011,64
"1645","UK born","Bangladeshi",48,"F",2011,45
"1646","UK born","Bangladeshi",48,"M",2011,70
"1647","UK born","Bangladeshi",49,"F",2011,34
"1648","UK born","Bangladeshi",49,"M",2011,37
"1649","UK born","Bangladeshi",50,"F",2011,25
"1650","UK born","Bangladeshi",50,"M",2011,49
"1651","UK born","Bangladeshi",51,"F",2011,37
"1652","UK born","Bangladeshi",51,"M",2011,44
"1653","UK born","Bangladeshi",52,"F",2011,34
"1654","UK born","Bangladeshi",52,"M",2011,34
"1655","UK born","Bangladeshi",53,"F",2011,36
"1656","UK born","Bangladeshi",53,"M",2011,40
"1657","UK born","Bangladeshi",54,"F",2011,19
"1658","UK born","Bangladeshi",54,"M",2011,24
"1659","UK born","Bangladeshi",55,"F",2011,23
"1660","UK born","Bangladeshi",55,"M",2011,32
"1661","UK born","Bangladeshi",56,"F",2011,19
"1662","UK born","Bangladeshi",56,"M",2011,22
"1663","UK born","Bangladeshi",57,"F",2011,22
"1664","UK born","Bangladeshi",57,"M",2011,20
"1665","UK born","Bangladeshi",58,"F",2011,25
"1666","UK born","Bangladeshi",58,"M",2011,16
"1667","UK born","Bangladeshi",59,"F",2011,23
"1668","UK born","Bangladeshi",59,"M",2011,10
"1669","UK born","Bangladeshi",60,"F",2011,18
"1670","UK born","Bangladeshi",60,"M",2011,9
"1671","UK born","Bangladeshi",61,"F",2011,14
"1672","UK born","Bangladeshi",61,"M",2011,8
"1673","UK born","Bangladeshi",62,"F",2011,15
"1674","UK born","Bangladeshi",62,"M",2011,19
"1675","UK born","Bangladeshi",63,"F",2011,11
"1676","UK born","Bangladeshi",63,"M",2011,10
"1677","UK born","Bangladeshi",64,"F",2011,6
"1678","UK born","Bangladeshi",64,"M",2011,6
"1679","UK born","Bangladeshi",65,"F",2011,6
"1680","UK born","Bangladeshi",65,"M",2011,6
"1681","UK born","Bangladeshi",66,"F",2011,7
"1682","UK born","Bangladeshi",66,"M",2011,6
"1683","UK born","Bangladeshi",67,"F",2011,8
"1684","UK born","Bangladeshi",67,"M",2011,15
"1685","UK born","Bangladeshi",68,"F",2011,9
"1686","UK born","Bangladeshi",68,"M",2011,11
"1687","UK born","Bangladeshi",69,"F",2011,11
"1688","UK born","Bangladeshi",69,"M",2011,16
"1689","UK born","Bangladeshi",70,"F",2011,7
"1690","UK born","Bangladeshi",70,"M",2011,3
"1691","UK born","Bangladeshi",71,"F",2011,11
"1692","UK born","Bangladeshi",71,"M",2011,9
"1693","UK born","Bangladeshi",72,"F",2011,14
"1694","UK born","Bangladeshi",72,"M",2011,14
"1695","UK born","Bangladeshi",73,"F",2011,7
"1696","UK born","Bangladeshi",73,"M",2011,9
"1697","UK born","Bangladeshi",74,"F",2011,4
"1698","UK born","Bangladeshi",74,"M",2011,6
"1699","UK born","Bangladeshi",75,"F",2011,8
"1700","UK born","Bangladeshi",75,"M",2011,6
"1701","UK born","Bangladeshi",76,"F",2011,6
"1702","UK born","Bangladeshi",76,"M",2011,5
"1703","UK born","Bangladeshi",77,"F",2011,7
"1704","UK born","Bangladeshi",77,"M",2011,6
"1705","UK born","Bangladeshi",78,"F",2011,5
"1706","UK born","Bangladeshi",78,"M",2011,4
"1707","UK born","Bangladeshi",79,"F",2011,5
"1708","UK born","Bangladeshi",79,"M",2011,2
"1709","UK born","Bangladeshi",80,"F",2011,1
"1710","UK born","Bangladeshi",80,"M",2011,5
"1711","UK born","Bangladeshi",81,"F",2011,2
"1712","UK born","Bangladeshi",81,"M",2011,6
"1713","UK born","Bangladeshi",82,"F",2011,0
"1714","UK born","Bangladeshi",82,"M",2011,7
"1715","UK born","Bangladeshi",83,"F",2011,1
"1716","UK born","Bangladeshi",83,"M",2011,3
"1717","UK born","Bangladeshi",84,"F",2011,1
"1718","UK born","Bangladeshi",84,"M",2011,6
"1719","UK born","Bangladeshi",85,"F",2011,15
"1720","UK born","Bangladeshi",85,"M",2011,13
"1721","UK born","Black-African",0,"F",2011,10148
"1722","UK born","Black-African",0,"M",2011,10414
"1723","UK born","Black-African",1,"F",2011,9902
"1724","UK born","Black-African",1,"M",2011,10205
"1725","UK born","Black-African",2,"F",2011,10135
"1726","UK born","Black-African",2,"M",2011,10245
"1727","UK born","Black-African",3,"F",2011,9790
"1728","UK born","Black-African",3,"M",2011,10350
"1729","UK born","Black-African",4,"F",2011,9481
"1730","UK born","Black-African",4,"M",2011,9534
"1731","UK born","Black-African",5,"F",2011,9119
"1732","UK born","Black-African",5,"M",2011,9033
"1733","UK born","Black-African",6,"F",2011,7677
"1734","UK born","Black-African",6,"M",2011,7821
"1735","UK born","Black-African",7,"F",2011,6807
"1736","UK born","Black-African",7,"M",2011,6707
"1737","UK born","Black-African",8,"F",2011,5716
"1738","UK born","Black-African",8,"M",2011,5808
"1739","UK born","Black-African",9,"F",2011,4982
"1740","UK born","Black-African",9,"M",2011,5125
"1741","UK born","Black-African",10,"F",2011,4691
"1742","UK born","Black-African",10,"M",2011,4676
"1743","UK born","Black-African",11,"F",2011,4146
"1744","UK born","Black-African",11,"M",2011,4236
"1745","UK born","Black-African",12,"F",2011,3982
"1746","UK born","Black-African",12,"M",2011,4097
"1747","UK born","Black-African",13,"F",2011,3822
"1748","UK born","Black-African",13,"M",2011,3919
"1749","UK born","Black-African",14,"F",2011,3868
"1750","UK born","Black-African",14,"M",2011,3938
"1751","UK born","Black-African",15,"F",2011,3687
"1752","UK born","Black-African",15,"M",2011,3732
"1753","UK born","Black-African",16,"F",2011,3435
"1754","UK born","Black-African",16,"M",2011,3275
"1755","UK born","Black-African",17,"F",2011,3174
"1756","UK born","Black-African",17,"M",2011,3285
"1757","UK born","Black-African",18,"F",2011,3114
"1758","UK born","Black-African",18,"M",2011,2989
"1759","UK born","Black-African",19,"F",2011,2927
"1760","UK born","Black-African",19,"M",2011,2649
"1761","UK born","Black-African",20,"F",2011,2440
"1762","UK born","Black-African",20,"M",2011,2613
"1763","UK born","Black-African",21,"F",2011,2064
"1764","UK born","Black-African",21,"M",2011,2252
"1765","UK born","Black-African",22,"F",2011,1713
"1766","UK born","Black-African",22,"M",2011,1807
"1767","UK born","Black-African",23,"F",2011,1515
"1768","UK born","Black-African",23,"M",2011,1547
"1769","UK born","Black-African",24,"F",2011,1404
"1770","UK born","Black-African",24,"M",2011,1369
"1771","UK born","Black-African",25,"F",2011,1210
"1772","UK born","Black-African",25,"M",2011,1263
"1773","UK born","Black-African",26,"F",2011,1134
"1774","UK born","Black-African",26,"M",2011,1167
"1775","UK born","Black-African",27,"F",2011,1040
"1776","UK born","Black-African",27,"M",2011,1015
"1777","UK born","Black-African",28,"F",2011,1189
"1778","UK born","Black-African",28,"M",2011,1182
"1779","UK born","Black-African",29,"F",2011,1157
"1780","UK born","Black-African",29,"M",2011,1322
"1781","UK born","Black-African",30,"F",2011,1173
"1782","UK born","Black-African",30,"M",2011,1227
"1783","UK born","Black-African",31,"F",2011,1226
"1784","UK born","Black-African",31,"M",2011,1195
"1785","UK born","Black-African",32,"F",2011,1226
"1786","UK born","Black-African",32,"M",2011,1136
"1787","UK born","Black-African",33,"F",2011,1043
"1788","UK born","Black-African",33,"M",2011,951
"1789","UK born","Black-African",34,"F",2011,995
"1790","UK born","Black-African",34,"M",2011,1013
"1791","UK born","Black-African",35,"F",2011,990
"1792","UK born","Black-African",35,"M",2011,966
"1793","UK born","Black-African",36,"F",2011,914
"1794","UK born","Black-African",36,"M",2011,1019
"1795","UK born","Black-African",37,"F",2011,1038
"1796","UK born","Black-African",37,"M",2011,893
"1797","UK born","Black-African",38,"F",2011,1015
"1798","UK born","Black-African",38,"M",2011,991
"1799","UK born","Black-African",39,"F",2011,1102
"1800","UK born","Black-African",39,"M",2011,997
"1801","UK born","Black-African",40,"F",2011,1273
"1802","UK born","Black-African",40,"M",2011,1156
"1803","UK born","Black-African",41,"F",2011,1276
"1804","UK born","Black-African",41,"M",2011,1150
"1805","UK born","Black-African",42,"F",2011,1423
"1806","UK born","Black-African",42,"M",2011,1328
"1807","UK born","Black-African",43,"F",2011,1460
"1808","UK born","Black-African",43,"M",2011,1377
"1809","UK born","Black-African",44,"F",2011,1511
"1810","UK born","Black-African",44,"M",2011,1382
"1811","UK born","Black-African",45,"F",2011,1435
"1812","UK born","Black-African",45,"M",2011,1261
"1813","UK born","Black-African",46,"F",2011,1185
"1814","UK born","Black-African",46,"M",2011,1129
"1815","UK born","Black-African",47,"F",2011,917
"1816","UK born","Black-African",47,"M",2011,838
"1817","UK born","Black-African",48,"F",2011,709
"1818","UK born","Black-African",48,"M",2011,639
"1819","UK born","Black-African",49,"F",2011,526
"1820","UK born","Black-African",49,"M",2011,461
"1821","UK born","Black-African",50,"F",2011,413
"1822","UK born","Black-African",50,"M",2011,382
"1823","UK born","Black-African",51,"F",2011,304
"1824","UK born","Black-African",51,"M",2011,320
"1825","UK born","Black-African",52,"F",2011,216
"1826","UK born","Black-African",52,"M",2011,232
"1827","UK born","Black-African",53,"F",2011,178
"1828","UK born","Black-African",53,"M",2011,163
"1829","UK born","Black-African",54,"F",2011,137
"1830","UK born","Black-African",54,"M",2011,124
"1831","UK born","Black-African",55,"F",2011,118
"1832","UK born","Black-African",55,"M",2011,119
"1833","UK born","Black-African",56,"F",2011,81
"1834","UK born","Black-African",56,"M",2011,95
"1835","UK born","Black-African",57,"F",2011,79
"1836","UK born","Black-African",57,"M",2011,63
"1837","UK born","Black-African",58,"F",2011,68
"1838","UK born","Black-African",58,"M",2011,64
"1839","UK born","Black-African",59,"F",2011,55
"1840","UK born","Black-African",59,"M",2011,43
"1841","UK born","Black-African",60,"F",2011,54
"1842","UK born","Black-African",60,"M",2011,39
"1843","UK born","Black-African",61,"F",2011,40
"1844","UK born","Black-African",61,"M",2011,38
"1845","UK born","Black-African",62,"F",2011,33
"1846","UK born","Black-African",62,"M",2011,34
"1847","UK born","Black-African",63,"F",2011,19
"1848","UK born","Black-African",63,"M",2011,28
"1849","UK born","Black-African",64,"F",2011,30
"1850","UK born","Black-African",64,"M",2011,36
"1851","UK born","Black-African",65,"F",2011,24
"1852","UK born","Black-African",65,"M",2011,21
"1853","UK born","Black-African",66,"F",2011,32
"1854","UK born","Black-African",66,"M",2011,16
"1855","UK born","Black-African",67,"F",2011,25
"1856","UK born","Black-African",67,"M",2011,19
"1857","UK born","Black-African",68,"F",2011,44
"1858","UK born","Black-African",68,"M",2011,23
"1859","UK born","Black-African",69,"F",2011,26
"1860","UK born","Black-African",69,"M",2011,16
"1861","UK born","Black-African",70,"F",2011,23
"1862","UK born","Black-African",70,"M",2011,17
"1863","UK born","Black-African",71,"F",2011,19
"1864","UK born","Black-African",71,"M",2011,28
"1865","UK born","Black-African",72,"F",2011,29
"1866","UK born","Black-African",72,"M",2011,13
"1867","UK born","Black-African",73,"F",2011,18
"1868","UK born","Black-African",73,"M",2011,18
"1869","UK born","Black-African",74,"F",2011,24
"1870","UK born","Black-African",74,"M",2011,11
"1871","UK born","Black-African",75,"F",2011,15
"1872","UK born","Black-African",75,"M",2011,15
"1873","UK born","Black-African",76,"F",2011,16
"1874","UK born","Black-African",76,"M",2011,18
"1875","UK born","Black-African",77,"F",2011,10
"1876","UK born","Black-African",77,"M",2011,12
"1877","UK born","Black-African",78,"F",2011,7
"1878","UK born","Black-African",78,"M",2011,7
"1879","UK born","Black-African",79,"F",2011,9
"1880","UK born","Black-African",79,"M",2011,4
"1881","UK born","Black-African",80,"F",2011,8
"1882","UK born","Black-African",80,"M",2011,8
"1883","UK born","Black-African",81,"F",2011,6
"1884","UK born","Black-African",81,"M",2011,3
"1885","UK born","Black-African",82,"F",2011,9
"1886","UK born","Black-African",82,"M",2011,7
"1887","UK born","Black-African",83,"F",2011,5
"1888","UK born","Black-African",83,"M",2011,4
"1889","UK born","Black-African",84,"F",2011,5
"1890","UK born","Black-African",84,"M",2011,10
"1891","UK born","Black-African",85,"F",2011,38
"1892","UK born","Black-African",85,"M",2011,37
"1893","UK born","Black-Caribbean",0,"F",2011,2681
"1894","UK born","Black-Caribbean",0,"M",2011,2668
"1895","UK born","Black-Caribbean",1,"F",2011,2810
"1896","UK born","Black-Caribbean",1,"M",2011,2807
"1897","UK born","Black-Caribbean",2,"F",2011,2740
"1898","UK born","Black-Caribbean",2,"M",2011,2970
"1899","UK born","Black-Caribbean",3,"F",2011,2970
"1900","UK born","Black-Caribbean",3,"M",2011,3016
"1901","UK born","Black-Caribbean",4,"F",2011,3076
"1902","UK born","Black-Caribbean",4,"M",2011,3170
"1903","UK born","Black-Caribbean",5,"F",2011,2953
"1904","UK born","Black-Caribbean",5,"M",2011,3098
"1905","UK born","Black-Caribbean",6,"F",2011,2876
"1906","UK born","Black-Caribbean",6,"M",2011,3063
"1907","UK born","Black-Caribbean",7,"F",2011,2924
